"Gene.Name","DMSO.Intensity","Slope","Bottom","Top","Inflection","EC50","EC50.Standard.Error","Correction.Factor","Apparent.Kd","R2","Target.Classification","uniqueIdentifier","Peptides.100nM","Peptides.10nM","Peptides.30nM","Peptides.3nM","Peptides.DMSO","Unique.peptides.100nM","Unique.peptides.10nM","Unique.peptides.30nM","Unique.peptides.3nM","Unique.peptides.DMSO","Quantile.Intensity","Quantile.Intensity.100nM","Quantile.Intensity.10nM","Quantile.Intensity.30nM","Quantile.Intensity.3nM","Quantile.Intensity.DMSO","Quantile.LFQ.intensity.100nM","Quantile.LFQ.intensity.10nM","Quantile.LFQ.intensity.30nM","Quantile.LFQ.intensity.3nM","Quantile.LFQ.intensity.DMSO","MS.MS.Count.100nM","MS.MS.Count.10nM","MS.MS.Count.30nM","MS.MS.Count.3nM","MS.MS.Count.DMSO","Normalized.Intensity.100nM","Normalized.Intensity.10nM","Normalized.Intensity.30nM","Normalized.Intensity.3nM","Normalized.Intensity.DMSO","Normalized.LFQ.intensity.100nM","Normalized.LFQ.intensity.10nM","Normalized.LFQ.intensity.30nM","Normalized.LFQ.intensity.3nM","Normalized.LFQ.intensity.DMSO","Peptides.1000nM","Unique.peptides.1000nM","Quantile.Intensity.1000nM","Quantile.LFQ.intensity.1000nM","MS.MS.Count.1000nM","Normalized.Intensity.1000nM","Normalized.LFQ.intensity.1000nM","Peptides.30000nM","Unique.peptides.30000nM","Quantile.Intensity.30000nM","Quantile.LFQ.intensity.30000nM","MS.MS.Count.30000nM","Normalized.Intensity.30000nM","Normalized.LFQ.intensity.30000nM","Peptides.3000nM","Unique.peptides.3000nM","Quantile.Intensity.3000nM","Quantile.LFQ.intensity.3000nM","MS.MS.Count.3000nM","Normalized.Intensity.3000nM","Normalized.LFQ.intensity.3000nM","Peptides.300nM","Unique.peptides.300nM","Quantile.Intensity.300nM","Quantile.LFQ.intensity.300nM","MS.MS.Count.300nM","Normalized.Intensity.300nM","Normalized.LFQ.intensity.300nM","Peptides.1nM","Unique.peptides.1nM","Quantile.Intensity.1nM","Quantile.LFQ.intensity.1nM","MS.MS.Count.1nM","Normalized.Intensity.1nM","Normalized.LFQ.intensity.1nM","Peptides.0.3nM","Unique.peptides.0.3nM","Quantile.Intensity.0.3nM","Quantile.LFQ.intensity.0.3nM","MS.MS.Count.0.3nM","Normalized.Intensity.0.3nM","Normalized.LFQ.intensity.0.3nM","kinase","directBinder","coenriched"
"ANXA7",3147300,-26.4475428379778,0.475317230764298,1.35296216962827,1732.097842701,1732.097842701,76492.2715824307,1.13729334302956,1732.097842701,0.477987128336351,FALSE,"Dasatinib_ANXA7",3,2,0,2,2,3,2,0,2,2,0.327557675809364,0.446057368899035,0.492684406442604,1.7947972417556e-06,0.313816708126483,0.437551824770356,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1,0,0,2,1,0.761319226003241,1.05058303943062,0,0.323610713945286,1,NA,NA,NA,NA,NA,1,1,0.252247983545299,1.7947972417556e-06,0,0.201331299844311,NA,2,2,0.493111568186142,0.543832538238155,1,1.17043179868459,Inf,4,4,0.541980307484663,0.548922583215774,2,1.53563371778985,Inf,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,NA,NA,0.0543859460196782,0.0543859460196782,NA,NA,NA,NA,NA,0.051221718482463,0.051221718482463,NA,NA,NA,FALSE,FALSE,FALSE
"AP1B1",1101600,-0.000117426809491829,-0.00217568223225328,2.13122805027254,41.8668925302761,41.8668925302761,NA,0.855048942536898,35.7982421853185,-0.198117739171627,FALSE,"Dasatinib_AP1B1",6,7,7,5,8,1,2,1,0,1,0.16517698495601,0.298327607930132,0.44409924510828,0.349701884178144,1.7947972417556e-06,0.247798681182987,1.7947972417556e-06,0.519319197510257,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0,1,0,0,0,0.769952795933188,2.21377995642702,1.09631445170661,0,1,NA,Inf,NA,NA,NA,7,1,0.331619301967457,1.7947972417556e-06,0,1.09976397966594,NA,7,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,7,1,0.418308008744252,1.7947972417556e-06,1,2.03549382716049,NA,6,3,0.415071989317367,1.7947972417556e-06,0,1.81290849673203,NA,NA,NA,0.0546497812142162,0.0546497812142162,NA,NA,NA,NA,NA,0.0514855536770011,0.0514855536770011,NA,NA,NA,FALSE,FALSE,TRUE
"AP1G1",4294700,-9.84244420008757,0.922521134040315,1.24518938825041,1912.1283423786,1912.1283423786,2058.63727143748,1.22198559543956,1912.1283423786,0.643076633109963,FALSE,"Dasatinib_AP1G1",3,4,4,4,4,3,4,4,4,4,0.551110441053474,0.39743990121436,0.550600718636816,0.493646417764185,0.529730816309681,0.494017940793229,0.539790654849722,0.552928570659373,0.552052709605396,0.56960044223804,0.531172038494811,0,0,1,1,0,0.405755931729807,1.10189303094512,0.726080983537849,0.956783942999511,1,0.771723918575064,0.903912213740458,0.884891857506361,1.06440839694656,1,2,2,0.341797597125453,0.532850173915853,0,0.303909469811628,0.780152671755725,3,3,0.534772401761773,0.571431135424631,3,1.10529256991175,1.22474554707379,3,3,0.535547754170211,0.576199911695976,3,1.08161221971267,1.26227735368957,3,3,0.459313741326642,0.562595348603468,2,0.61892565254849,1.05244910941476,NA,NA,0.0550751481605123,0.0550751481605123,NA,NA,NA,NA,NA,0.0519127154205389,0.0519127154205389,NA,NA,NA,FALSE,TRUE,FALSE
"AP1G2",155680,-0.986712164586789,0.838981617007411,12.2177579683641,172920.560682277,172920.560682277,NA,1.30437635325766,172920.560682277,0.61394617694091,FALSE,"Dasatinib_AP1G2",1,1,1,1,1,1,1,1,1,1,0.0183284694328082,0.152067785902227,0.176722915612223,0.172564370403076,0.157567044650966,0.0304900155429441,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,0.401631551901336,1.39266443987667,0.976939876670093,0.836844809866393,1,NA,NA,NA,NA,NA,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,1,1,0.199748369426706,1.7947972417556e-06,0,2.53719167523124,NA,1,1,0.174084563666843,1.7947972417556e-06,0,1.51008478931141,NA,1,1,0.163103994141782,1.7947972417556e-06,0,0.918486639260021,NA,NA,NA,0.0554341076088634,0.0554341076088634,NA,NA,NA,NA,NA,0.0522734696661318,0.0522734696661318,NA,NA,NA,FALSE,FALSE,FALSE
"AP1M1",7406100,1.80013004717237,0.67757348729886,1.1963227406156,65.7189796462646,65.7189796462646,94.7955211557856,1.09147025813693,65.7189796462646,0.705102331922863,FALSE,"Dasatinib_AP1M1",1,3,3,3,2,1,3,3,3,2,0.478089115272648,0.592773069426347,0.682128844904391,0.629986395436907,0.64114285509166,0.589287573182858,1.7947972417556e-06,0.659115954670601,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0,2,1,0,0,0.822578685137927,1.52630939360797,1.00780437747262,1.12322274881517,1,NA,Inf,NA,NA,NA,2,2,0.541581862496994,1.7947972417556e-06,0,0.647641808779249,NA,4,4,0.544913006177692,1.7947972417556e-06,0,0.681816340584113,NA,1,1,0.527718848601674,1.7947972417556e-06,0,0.598722674552058,NA,1,1,0.594192754044576,1.7947972417556e-06,0,0.846302372368723,NA,NA,NA,0.0558325525965332,0.0558325525965332,NA,NA,NA,NA,NA,0.0526719146538016,0.0526719146538016,NA,NA,NA,FALSE,FALSE,FALSE
"AP2A1",33389000,-6.26557856877505,1.03396530187411,1.1953098069554,147.577859649106,147.577859649106,117.846262060856,0.918544837801368,135.556881154461,0.481610789023814,FALSE,"Dasatinib_AP2A1",16,16,16,19,18,12,12,12,13,11,0.791152008557593,0.746072086236418,0.816525057164292,0.829661178176701,0.822959405275986,0.798020697601792,0.812416766277914,0.822350969011031,0.810923494972773,0.812343179591002,0.804831953134254,7,9,8,6,4,0.552906645901345,1.04345742609842,1.16751025786936,1.09050885022013,1,1.03055075936432,1.13668557736354,1.00359420698404,1.00849219493287,1,18,14,0.799842416802174,0.815896878129678,6,0.988858606127767,1.12953240071884,19,14,0.839776655431236,0.81069555572307,7,1.48390188385396,1.05370168082032,19,14,0.825005474131587,0.828756600366857,9,1.24885441313007,1.28926318756827,18,14,0.805578588786825,0.831687504262643,8,0.982778759471682,1.30889037668699,NA,NA,0.0564912431842575,0.0564912431842575,NA,NA,NA,NA,NA,0.0533324000387676,0.0533324000387676,NA,NA,NA,FALSE,FALSE,TRUE
"AP2B1",29867000,-4.20644735806831,1.01506160579905,1.12677143425737,124.833096639717,124.833096639717,73.1054436734099,1.00690434023767,124.833096639717,0.560953514626163,FALSE,"Dasatinib_AP2B1",10,12,11,10,14,5,7,5,5,7,0.734597947469874,0.756121155993007,0.838960022686237,0.815948927249689,0.757607248109181,0.785952480948227,0.813969265892032,0.816544799933951,0.813976445080999,0.809238180362764,0.805443978993693,7,8,7,7,9,0.673150969297218,1.47309739846653,1.13188468878696,0.662838584390799,1,1.04023813692873,1.06359656802662,1.0287165119944,0.971388548415339,1,14,8,0.78314362326488,0.818980339791014,8,0.942210466401045,1.15923656102259,14,7,0.842253475624859,0.808898963684073,7,1.70549435832189,1.02836631062861,14,8,0.82818764964122,0.817225028088577,11,1.44380085043694,1.13160567326213,11,8,0.780937817454762,0.823409899383667,7,0.867445675829511,1.18945893888986,NA,NA,0.0574765868699813,0.0574765868699813,NA,NA,NA,NA,NA,0.0543195385217332,0.0543195385217332,NA,NA,NA,FALSE,FALSE,TRUE
"AP2M1",4586600,-10.1617615694158,0.279445047851603,1.02259364705742,25.6001462421694,25.6001462421694,37.8170746394231,1.03198045904557,25.6001462421694,0.526305634235771,FALSE,"Dasatinib_AP2M1",4,3,3,0,3,4,3,3,0,3,0.609401865871212,0.492508516312912,0.593124849685731,0.542529515440641,1.7947972417556e-06,0.505545923477025,0.616557722474092,1.7947972417556e-06,0.628548762846261,1.7947972417556e-06,0.620911900582591,1,1,1,0,2,0.702219509004491,1.34875506911438,0.923799764531461,0,1,0.824501119132436,0,0.899104694051259,0,1,6,6,0.623155397134786,0.631829652204191,2,1.77534557188331,0.990258819078844,5,5,0.641042346446122,0.666058230401712,4,2.03815462434047,1.32235742883263,5,5,0.673009480119031,0.632615773396079,3,2.49335019404352,1.00614734718325,6,6,0.61385655262525,0.63246321563053,2,1.55431038241835,0.970035623088806,NA,NA,0.0577673440231457,0.0577673440231457,NA,NA,NA,NA,NA,0.0546102956748976,0.0546102956748976,NA,NA,NA,FALSE,FALSE,TRUE
"AP3B1",1902500,-0.229032425645904,0.0025313894561252,0.885401219310149,927919.438377688,927919.438377688,10087058.5550988,1.10630995335739,927919.438377688,-0.159877162870657,FALSE,"Dasatinib_AP3B1",0,0,0,0,1,0,0,0,0,1,0.154528452920674,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.345554107752447,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.469563828374309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,1,1,0.381792858860734,1.7947972417556e-06,0,0.927095926412615,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,NA,NA,0.0586647426440235,0.0586647426440235,NA,NA,NA,NA,NA,0.0555112838902589,0.0555112838902589,NA,NA,NA,FALSE,FALSE,FALSE
"AP3D1",654920,2.8011385519811e-09,-0.00432541862766995,1.73255336513059,112.559330414581,112.559330414581,NA,1.35842238557045,112.559330414581,-0.0861435263431996,FALSE,"Dasatinib_AP3D1",1,1,0,1,1,1,1,0,1,1,0.27779692228169,0.24358988165107,0.338168517102623,1.7947972417556e-06,0.244096014473245,0.164110875394407,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.40651798566316,1,1,0,0,0,0.789638429121114,1.83839247541684,0,0.866487509924876,1,0,0,0,0,1,1,1,0.31228036168754,1.7947972417556e-06,0,1.60004275331338,0,1,1,1.7947972417556e-06,1.7947972417556e-06,1,0,0,1,1,0.41167084854424,1.7947972417556e-06,1,3.27765223233372,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,NA,NA,0.058917809055111,0.058917809055111,NA,NA,NA,NA,NA,0.0557661450985882,0.0557661450985882,NA,NA,NA,FALSE,FALSE,FALSE
"APEX1",3083600,-18.0001272117675,1.42374752333843,14.207944331383,171.053367496207,171.053367496207,1354.19439899292,1.34400199905297,171.053367496207,0.666908626100015,FALSE,"Dasatinib_APEX1",1,3,2,2,2,1,3,2,2,2,0.655831475718188,0.37750508825018,0.660085145181149,0.512310514281202,0.533304257618017,0.43384556846613,1.7947972417556e-06,0.788528014990147,1.7947972417556e-06,0.771463082815534,1.7947972417556e-06,0,0,0,0,0,0.494162667012583,3.13442080684914,1.13688545855494,1.36230380075237,1,NA,Inf,NA,Inf,NA,3,3,0.830097313906448,0.760615328286363,0,14.6598132053444,Inf,4,4,0.670529070330925,0.806059594447615,2,3.71286807627448,Inf,4,4,0.866885272970712,0.834666867683958,3,22.1020884680244,Inf,5,5,0.845509237821403,0.792420930207514,0,16.3578285121287,Inf,NA,NA,0.0602890341478123,0.0602890341478123,NA,NA,NA,NA,NA,0.0571391649885312,0.0571391649885312,NA,NA,NA,FALSE,FALSE,FALSE
"APLNR",225780,-15.5888682738957,0.445015220871446,1.33404983301839,275.625726716959,275.625726716959,2375.57092488163,0.955010664263339,263.225508360028,0.612470920148965,FALSE,"Dasatinib_APLNR",0,1,0,1,1,0,1,0,1,1,0.0199868620841904,1.7947972417556e-06,0.154819210073838,1.7947972417556e-06,0.16827480499528,0.0509112185596393,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,0,0.488838692532554,0,0.814243954291788,1,NA,NA,NA,NA,NA,1,1,0.182010388286435,1.7947972417556e-06,0,1.14111081583843,NA,1,1,0.176900600539157,1.7947972417556e-06,0,1.23248294800248,NA,1,1,0.200024768201936,1.7947972417556e-06,0,1.62853219948623,NA,1,1,0.187698100745559,1.7947972417556e-06,0,1.1467357604748,NA,NA,NA,0.0609531091272619,0.0609531091272619,NA,NA,NA,NA,NA,0.0578068295624643,0.0578068295624643,NA,NA,NA,FALSE,FALSE,FALSE
"APOBEC3C",776040,-11.8106298432342,1.03280902340508,2.06325375807627,545.383928511911,545.383928511911,807.16234710833,1.48995343496843,545.383928511911,0.749977366845707,FALSE,"Dasatinib_APOBEC3C",1,1,1,1,1,1,1,1,1,1,0.157942157274493,0.255392468312855,0.306895969962273,0.31961031362287,0.301122107235546,0.189598791024578,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0,1,1,1,1,0.75054120921602,1.23144425545075,1.24740992732333,1.19292819957734,1,NA,NA,NA,NA,NA,2,2,0.391095292964754,1.7947972417556e-06,0,2.35606412040616,NA,1,1,0.379028871108431,1.7947972417556e-06,1,2.31624658522757,NA,1,1,0.323325543913304,1.7947972417556e-06,1,1.51706097623834,NA,1,1,0.255212988588679,1.7947972417556e-06,0,0.774972939539199,NA,NA,NA,0.0616171841067115,0.0616171841067115,NA,NA,NA,NA,NA,0.0584726993391557,0.0584726993391557,NA,NA,NA,FALSE,FALSE,FALSE
"APRT",643290,-25.5988554617172,3.50218311887898,24.2255434222656,1679.89722962956,1679.89722962956,51235.3265280672,1.38333333333333,1679.89722962956,0.877264258838751,FALSE,"Dasatinib_APRT",1,2,1,0,1,1,2,1,0,1,0.559003959322715,0.368089581919931,0.625456327198716,0.449515943183899,1.7947972417556e-06,0.161364835614521,1.7947972417556e-06,0.662357358489212,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,2,1,1,0,0,2.21875048578402,11.8703850518429,3.66988449999223,0,1,NA,Inf,NA,NA,NA,1,1,0.353781458308655,1.7947972417556e-06,1,2.20631441496059,NA,4,4,0.708097766195353,0.687073511305428,5,23.334732391301,Inf,3,3,0.719699335566061,0.713010126246038,3,25.1161995367564,Inf,1,1,0.43468373877803,1.7947972417556e-06,2,3.52562607844052,NA,NA,NA,0.061855892139865,0.061855892139865,NA,NA,NA,NA,NA,0.0587114073723091,0.0587114073723091,NA,NA,NA,FALSE,TRUE,FALSE
"ARAF",2127900,NA,NA,NA,NA,NA,NA,0.62306737038187,NA,NA,FALSE,"Dasatinib_ARAF",4,5,4,6,6,0,1,0,2,2,0.455033149905055,1.7947972417556e-06,0.278098448218305,1.7947972417556e-06,0.252009275512145,0.366108125765032,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.479128302875624,0,0,0,2,2,0,0.355585318858969,0,0.28733023168382,1,0,0,0,0,1,5,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,4,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,4,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,6,1,0.341241209980508,1.7947972417556e-06,1,0.567131914093707,0,NA,NA,0.0622848486806445,0.0622848486806445,NA,NA,NA,NA,NA,0.0591421587103305,0.0591421587103305,NA,NA,NA,TRUE,TRUE,FALSE
"ARCN1",2881600,-5.14653539137826,1.01833348317785,2.0074497235197,1828.06695762541,1828.06695762541,639.564115159388,1.58032605371454,1828.06695762541,0.95944956798195,FALSE,"Dasatinib_ARCN1",4,3,4,4,3,4,3,4,4,3,0.535353916068102,0.473049324617798,0.589203217712495,0.541764931815653,0.490618594817343,0.421779146609807,0.588801183130342,0.606426092044382,0.590757512123855,0.588070700652947,0.570479892886501,2,2,3,2,2,0.989450305385897,2.09432259855636,1.46321488062188,1.12270960577457,1,0.94386248269497,1.10244577757268,0.948154130133826,0.920396862021228,1,4,4,0.540440371451237,0.594449410050147,2,1.65279705719045,1.05946008306414,4,4,0.68705556333301,0.670554197492309,3,4.46314547473626,2.00678357175819,7,7,0.705545564517576,0.666697178219776,5,5.02637423653526,1.93654822335025,3,3,0.497248575828389,0.612063550180736,1,1.17202248750694,1.19642362713429,NA,NA,0.0629184121069843,0.0629184121069843,NA,NA,NA,NA,NA,0.059777516933912,0.059777516933912,NA,NA,NA,FALSE,FALSE,FALSE
"ARF1;ARF3",6507500,-27.6217840618077,0.442762902710762,2.55285419543261,1015.55484260481,1015.55484260481,1022.37401031361,1.84531940547884,1015.55484260481,0.694505369185347,FALSE,"Dasatinib_ARF1;ARF3",2,6,2,1,2,1,4,1,0,0,0.712103753638951,0.336357566685692,0.673960722657161,0.392522156771949,0.545993474117229,0.567644113244527,1.7947972417556e-06,0.696962844107501,1.7947972417556e-06,1.7947972417556e-06,0.611123076426056,0,1,0,1,1,0.174598540145985,1.63872454859777,0.249681137149443,0.69681137149443,1,0,1.72782329889562,0,0,1,2,1,0.606490704745085,0.65362566990807,1,1.1189704187476,1.27621422633891,4,1,0.760177397759375,0.72173284084097,5,3.50703034959662,2.24235330042241,6,3,0.792038638395021,0.749435536267468,10,4.6186707645025,2.86325003816988,2,1,0.552501408915835,1.7947972417556e-06,1,0.733246254321936,0,NA,NA,0.0634694148602032,0.0634694148602032,NA,NA,NA,NA,NA,0.0603303144843727,0.0603303144843727,NA,NA,NA,FALSE,FALSE,FALSE
"ARF4",3021600,10.5043769533957,0.873914375980646,1.3391716540006,1132.43135850801,1132.43135850801,2941.06575716552,1.38277196698698,1132.43135850801,0.189898159995085,FALSE,"Dasatinib_ARF4",3,3,4,2,2,2,2,3,1,1,0.348346812260619,0.450461801330304,0.59374764432862,0.579360549638707,0.479392138070162,0.430171618512257,0.590543931252086,0.627649569428142,0.578613913986137,1.7947972417556e-06,1.7947972417556e-06,1,2,2,1,1,0.815859147471538,2.0551363516018,1.7724384432089,1.00009928514694,1,Inf,Inf,Inf,NA,NA,4,3,0.502379901142568,0.567597448516241,1,1.24010458035478,Inf,4,2,0.486926696891052,1.7947972417556e-06,2,1.17331877151178,NA,4,2,0.379411162920925,1.7947972417556e-06,1,0.574496955255494,NA,4,3,0.532281223190216,0.602646249053244,1,1.39144823934339,Inf,NA,NA,0.0638481170782137,0.0638481170782137,NA,NA,NA,NA,NA,0.0607126062968666,0.0607126062968666,NA,NA,NA,FALSE,FALSE,FALSE
"ARFGEF1",1364400,11.4125215388499,0.909946921043495,1.68710710435295,18.2166613511628,18.2166613511628,33.1573388774762,1.07547141028086,18.2166613511628,0.297617542161579,FALSE,"Dasatinib_ARFGEF1",2,3,2,2,2,1,1,1,1,1,0.222282048796947,0.278818161912249,0.497043968942829,0.309435608059358,0.42459338868488,0.28516815455358,1.7947972417556e-06,0.542811298607596,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,0.529097038991498,2.48732043389035,0.656427733802404,1.5748314277338,1,NA,Inf,NA,NA,NA,1,1,0.248259944074118,1.7947972417556e-06,0,0.446899736147757,NA,2,1,0.446963741506122,1.7947972417556e-06,1,2.0326883611844,NA,2,1,0.347537358704587,1.7947972417556e-06,0,1.02521254763999,NA,2,1,0.322467630831745,1.7947972417556e-06,0,0.770961594840223,NA,NA,NA,0.064528345232839,0.064528345232839,NA,NA,NA,NA,NA,0.0613964240459755,0.0613964240459755,NA,NA,NA,FALSE,FALSE,FALSE
"ARHGAP1",1138300,-31.8265364504769,1.16620372913198,4.18609376947187,1012.64068697984,1012.64068697984,6019.69422462077,0.604835967310403,612.481509447323,0.738777725823667,FALSE,"Dasatinib_ARHGAP1",1,2,1,0,1,1,2,1,0,1,0.278699705294293,0.395377679183583,0.465897057609402,0.331283674883248,1.7947972417556e-06,0.253570749112473,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1,1,0,0,0,1.50926820697531,2.45726082754986,0.927435649652991,0,1,NA,NA,NA,NA,NA,2,2,0.450969728949721,0.572129311551674,1,2.37828340507775,Inf,2,2,0.494529458007129,0.58371831734169,1,3.26680137046473,Inf,3,3,0.571262424483906,0.585733874644181,2,5.10533251339717,Inf,1,1,0.339880753671258,1.7947972417556e-06,2,1.04989897215145,NA,NA,NA,0.0652319057516072,0.0652319057516072,NA,NA,NA,NA,NA,0.0620999845647437,0.0620999845647437,NA,NA,NA,FALSE,FALSE,FALSE
"ARHGDIA",2442700,-29.631831367788,0.672111933112712,8.68858776716359,1669.89164785767,1669.89164785767,84325.7382972196,1.3041447752481,1669.89164785767,0.901518690107985,FALSE,"Dasatinib_ARHGDIA",1,2,2,0,2,1,2,2,0,2,0.641413869475165,0.248127129078228,0.551977328121242,0.415536841802982,1.7947972417556e-06,0.391430920048962,1.7947972417556e-06,0.603349809572013,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1,1,0,0,0,0.221725958979817,1.95328939288492,0.775494330044623,0,1,NA,Inf,NA,NA,NA,1,1,0.310379671408521,1.7947972417556e-06,0,0.423056453923937,NA,3,3,0.718347853243019,0.718615278032041,4,6.64797150693904,Inf,4,4,0.777170538044317,0.755579127225997,3,10.7291112293773,Inf,1,1,0.289280035034442,1.7947972417556e-06,0,0.331862283538707,NA,NA,NA,0.0656339403337605,0.0656339403337605,NA,NA,NA,NA,NA,0.0625038139441387,0.0625038139441387,NA,NA,NA,FALSE,FALSE,FALSE
"ARHGDIB",2898300,-10.2612077968306,1.18077329976564,3.42814809414834,1285.02480856758,1285.02480856758,1019.06869809426,1.40570614191356,1285.02480856758,0.913307896807931,FALSE,"Dasatinib_ARHGDIB",3,3,2,3,2,3,3,2,3,2,0.485614700107329,0.457971232989809,0.613196067240284,0.449024168739658,0.493499244390361,0.422764490295531,0.55610536177728,0.610609764414914,0.549979718791168,0.547707505483106,0.517233643115337,1,2,1,1,1,0.89255770624159,2.42800952282372,0.811682710554463,1.13559672911707,1,1.0631382137207,1.78070616999856,0.97734790737811,0.95534301740256,1,2,2,0.506534856757232,0.571711123794345,1,1.32757133492047,1.33917014238458,2,2,0.65010786731423,0.669448602391388,4,3.42776800193217,3.09830289083849,3,3,0.682888044137654,0.693637084818528,2,4.23489631853155,3.7577304760535,3,3,0.534858552029377,0.572394941543454,1,1.47462305489425,1.30875161800662,NA,NA,0.0660736656579906,0.0660736656579906,NA,NA,NA,NA,NA,0.0629435392683688,0.0629435392683688,NA,NA,NA,FALSE,FALSE,FALSE
"ARHGEF2",2206600,-10.6535566699209,0.813357028694724,1.3187230841382,920.028034532152,920.028034532152,1044.78741183554,1.06262298877185,920.028034532152,0.318792699167158,FALSE,"Dasatinib_ARHGEF2",3,4,4,4,5,3,4,4,4,5,0.483462738214464,0.398663952933237,0.445712767828618,0.469413065406001,0.405092916653206,0.372727337992627,0.523849265748448,0.529587232530341,0.516495981448976,0.520798110437464,0.480912331333929,1,2,1,2,1,0.7960663464153,1.11651409408139,1.21444756639173,0.858470044412218,1,1.00562793121417,1.10031266284523,0.87931214174049,0.967952058363731,1,2,2,0.359330971380163,0.526546846002807,1,0.668630472219705,1.1744658676394,2,2,0.383673806370094,0.523000326653098,2,0.839617511103054,1.2009379885357,3,3,0.523982080744338,0.539600406342095,1,1.96311066799601,1.4343408025013,1,1,0.24602362671089,1.7947972417556e-06,0,0.249415390193057,0,NA,NA,0.0665600557105064,0.0665600557105064,NA,NA,NA,NA,NA,0.0634317241181264,0.0634317241181264,NA,NA,NA,FALSE,FALSE,FALSE
"ARHGEF40",7236800,12.8567736033996,0.0524189368235558,1.14437305358308,318.834491075276,318.834491075276,NA,1.48110201764751,318.834491075276,0.383387298406973,FALSE,"Dasatinib_ARHGEF40",1,0,1,1,1,1,0,1,1,1,0.259495374807508,0.754706855766504,1.7947972417556e-06,0.638795260299444,0.603432370245133,0.585453886274468,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.622028264466963,0,0,0,1,0,2.74416869334513,0,1.09422673004643,0.898656864912669,1,0,0,0,0,1,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,1,1,1.7947972417556e-06,1.7947972417556e-06,0,0,0,1,1,0.578000093329457,1.7947972417556e-06,0,0.778741985407915,0,NA,NA,0.066908246375407,0.066908246375407,NA,NA,NA,NA,NA,0.0637817095802687,0.0637817095802687,NA,NA,NA,FALSE,FALSE,FALSE
"ARID3A",319330,NA,NA,NA,NA,NA,NA,1.74294024062842,NA,NA,FALSE,"Dasatinib_ARID3A",0,0,0,0,1,0,0,0,0,1,0.0173251777746668,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.0783016192660715,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.38386405487772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,NA,NA,0.0674915554789775,0.0674915554789775,NA,NA,NA,NA,NA,0.0643650186838393,0.0643650186838393,NA,NA,NA,FALSE,FALSE,FALSE
