"Gene.Name","DMSO.Intensity","Slope","Bottom","Top","Inflection","EC50","EC50.Standard.Error","Correction.Factor","Apparent.Kd","R2","Target.Classification","uniqueIdentifier","Peptides.100nM","Peptides.10nM","Peptides.30nM","Peptides.3nM","Peptides.DMSO","Unique.peptides.100nM","Unique.peptides.10nM","Unique.peptides.30nM","Unique.peptides.3nM","Unique.peptides.DMSO","Quantile.Intensity","Quantile.Intensity.100nM","Quantile.Intensity.10nM","Quantile.Intensity.30nM","Quantile.Intensity.3nM","Quantile.Intensity.DMSO","Quantile.LFQ.intensity.100nM","Quantile.LFQ.intensity.10nM","Quantile.LFQ.intensity.30nM","Quantile.LFQ.intensity.3nM","Quantile.LFQ.intensity.DMSO","MS.MS.Count.100nM","MS.MS.Count.10nM","MS.MS.Count.30nM","MS.MS.Count.3nM","MS.MS.Count.DMSO","Normalized.Intensity.100nM","Normalized.Intensity.10nM","Normalized.Intensity.30nM","Normalized.Intensity.3nM","Normalized.Intensity.DMSO","Normalized.LFQ.intensity.100nM","Normalized.LFQ.intensity.10nM","Normalized.LFQ.intensity.30nM","Normalized.LFQ.intensity.3nM","Normalized.LFQ.intensity.DMSO","Peptides.1000nM","Unique.peptides.1000nM","Quantile.Intensity.1000nM","Quantile.LFQ.intensity.1000nM","MS.MS.Count.1000nM","Normalized.Intensity.1000nM","Normalized.LFQ.intensity.1000nM","Peptides.30000nM","Unique.peptides.30000nM","Quantile.Intensity.30000nM","Quantile.LFQ.intensity.30000nM","MS.MS.Count.30000nM","Normalized.Intensity.30000nM","Normalized.LFQ.intensity.30000nM","Peptides.3000nM","Unique.peptides.3000nM","Quantile.Intensity.3000nM","Quantile.LFQ.intensity.3000nM","MS.MS.Count.3000nM","Normalized.Intensity.3000nM","Normalized.LFQ.intensity.3000nM","Peptides.300nM","Unique.peptides.300nM","Quantile.Intensity.300nM","Quantile.LFQ.intensity.300nM","MS.MS.Count.300nM","Normalized.Intensity.300nM","Normalized.LFQ.intensity.300nM","Peptides.1nM","Unique.peptides.1nM","Quantile.Intensity.1nM","Quantile.LFQ.intensity.1nM","MS.MS.Count.1nM","Normalized.Intensity.1nM","Normalized.LFQ.intensity.1nM","Peptides.0.3nM","Unique.peptides.0.3nM","Quantile.Intensity.0.3nM","Quantile.LFQ.intensity.0.3nM","MS.MS.Count.0.3nM","Normalized.Intensity.0.3nM","Normalized.LFQ.intensity.0.3nM","kinase","directBinder","coenriched"
"AAK1",676100000,5.56378761557808,0.894741141605326,1.09105886792757,1679.0870508226,1679.0870508226,1052.53170889052,0.673072921311572,1130.1480264336,0.456520714838087,FALSE,"Dasatinib_AAK1",29,29,30,28,27,27,27,29,27,25,0.969879712688858,0.969174357372848,0.980806438296666,0.976927881457232,0.97563742224041,0.974404396535323,0.980153132100667,0.977209664624187,0.979953909606832,0.975865361490112,0.977193511449012,58,68,62,55,56,0.760434846916137,1.27917467830203,1.05198935068777,0.989217571365183,1,1.17998110173566,1.01440578220579,1.17066458896275,0.955224375445518,1,31,29,0.968411568545101,0.973564431426182,71,0.982517379085934,1.13722792301444,27,25,0.972988301511578,0.970084319574418,59,1.25364591036829,0.964922168990269,29,28,0.967478273979389,0.966543184616434,52,0.932643100133116,0.825655222717703,28,27,0.971421443519526,0.977234791785572,65,0.957136518266529,1.17487525487791,NA,NA,0.00799223211753768,0.00799223211753768,NA,NA,NA,NA,NA,0.0046646780313228,0.0046646780313228,NA,NA,NA,TRUE,TRUE,FALSE
"AAR2",790080,NA,NA,NA,NA,NA,NA,1.01848366209908,NA,NA,FALSE,"Dasatinib_AAR2",0,0,0,0,1,0,0,0,0,1,0.00075022524705384,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.19246328742242,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.414766873786268,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,NA,NA,0.00808735637135073,0.00808735637135073,NA,NA,NA,NA,NA,0.00475980228513585,0.00475980228513585,NA,NA,NA,FALSE,FALSE,FALSE
"AARS",4218400,-11.1738127602758,1.40789235230072,8.23984685038789,1219.09584263412,1219.09584263412,1555.30882322479,1.40995735050918,1219.09584263412,0.930594253837071,FALSE,"Dasatinib_AARS",5,6,4,1,3,5,6,4,1,3,0.723529432879968,0.577526266857633,0.702149808136175,0.546881898751898,0.327503831892111,0.490638337587003,0.675870386922389,0.734497438824336,0.625818876241551,1.7947972417556e-06,1.7947972417556e-06,2,5,0,0,0,1.30843447752702,3.10141285795562,1.03304570453252,0.267257728048549,1,Inf,Inf,Inf,NA,NA,6,6,0.634144940646055,0.68890599928926,1,2.08081263038119,Inf,11,11,0.798618365083297,0.766024847173015,9,7.6491086667931,Inf,11,11,0.81405900575412,0.78217263795709,10,8.83036222264366,Inf,6,6,0.618025866617848,0.686804291719164,2,1.73750711170112,Inf,NA,NA,0.00822017136724064,0.00822017136724064,NA,NA,NA,NA,NA,0.00489261728102576,0.00489261728102576,NA,NA,NA,FALSE,TRUE,FALSE
"AASDHPPT",1099000,-12.4599415356467,1.0115858492787,2.46195711041034,1723.46782402497,1723.46782402497,1857.81375640136,1.03969377883092,1723.46782402497,0.802707464028696,FALSE,"Dasatinib_AASDHPPT",1,1,1,1,1,1,1,1,1,1,0.304702727732848,0.278550737123227,0.342784735608418,0.312206775000628,0.338929511133127,0.247432542545669,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1,1,0,1,1,0.655268425841674,1.13148316651501,0.832538671519563,1.11128298453139,1,NA,NA,NA,NA,NA,1,1,0.281758039794244,1.7947972417556e-06,1,0.748444040036397,NA,1,1,0.421610435669082,1.7947972417556e-06,1,2.14731574158326,NA,1,1,0.467261103513136,1.7947972417556e-06,0,2.77588717015469,NA,1,1,0.396104572066494,1.7947972417556e-06,0,1.60409463148317,NA,NA,NA,0.00884117121288808,0.00884117121288808,NA,NA,NA,NA,NA,0.00551541192391496,0.00551541192391496,NA,NA,NA,FALSE,FALSE,FALSE
"ABCA13",3749300,-11.9678387718696,0.0499465433600401,1.26573395274097,2169.53655816413,2169.53655816413,13909.6340598067,0.810700873392421,1758.84518256045,0.329777370014367,FALSE,"Dasatinib_ABCA13",0,0,0,1,1,0,0,0,1,1,0.126023483127111,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.528644963978419,0.469255123248727,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.53730486066989,0,0,0,0,0,0,0,0,1.08828314618729,1,0,0,0,0,1,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,1,1,0.534023971311961,1.7947972417556e-06,0,1.2602352439122,0,1,1,0.535982095102716,1.7947972417556e-06,0,1.24223188328488,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,NA,NA,0.00914269714950302,0.00914269714950302,NA,NA,NA,NA,NA,0.00581873265777165,0.00581873265777165,NA,NA,NA,FALSE,FALSE,FALSE
"ABCB7",796580,0.435292812824509,-0.000980510945513513,1.08414689866029,314.771782976088,314.771782976088,NA,1.15848878020397,314.771782976088,0.563168702755758,FALSE,"Dasatinib_ABCB7",1,1,1,1,1,1,1,1,1,1,0.072055724864762,0.230222231794474,0.292656048646184,0.299585760796603,0.272310227113643,0.193759131030967,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,0.558864144216526,1.07139270380878,1.0396193728188,0.918815435988852,1,NA,NA,NA,NA,NA,1,1,0.212624244839061,1.7947972417556e-06,0,0.518140048708228,NA,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,1,1,0.23521715251828,1.7947972417556e-06,0,0.703507494539155,NA,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,NA,NA,0.00970267388893077,0.00970267388893077,NA,NA,NA,NA,NA,0.0063787093971994,0.0063787093971994,NA,NA,NA,FALSE,FALSE,FALSE
"ABCD3",2208000,1.01317158261941,0.140870083644954,1.04185329057391,47.7035176453701,47.7035176453701,62.4576322524407,0.961145543109494,45.8500233754926,0.691906665812897,FALSE,"Dasatinib_ABCD3",1,1,2,2,2,1,1,2,2,2,0.399049834340215,0.298751180079186,0.369704899437511,0.418175193748362,0.448758538747878,0.372849384205066,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.536328490970375,1.7947972417556e-06,0,0,0,0,0,0.385489130434783,0.679030797101449,0.872780797101449,1.13324275362319,1,NA,NA,NA,Inf,NA,1,1,0.369548752077478,1.7947972417556e-06,0,0.716983695652174,NA,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,NA,NA,0.0104564887304681,0.0104564887304681,NA,NA,NA,NA,NA,0.00713431903597851,0.00713431903597851,NA,NA,NA,FALSE,FALSE,FALSE
"ABCE1",3984600,-11.2428388867342,0.976809704146279,2.62124227755654,1731.45171093528,1731.45171093528,2603.08474701393,1.37276308509203,1731.45171093528,0.544616518470328,FALSE,"Dasatinib_ABCE1",2,4,3,2,2,2,4,3,2,2,0.58449546454737,0.256830100903501,0.662594271725123,0.537913296934845,0.530739492359548,0.480379276553128,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0,0,1,0,0,0.14825327510917,2.46810219344476,1.03280128494705,1.03809667218792,1,NA,NA,NA,NA,NA,2,2,0.437684639766246,1.7947972417556e-06,1,0.624178085629674,NA,4,4,0.635374376756658,1.7947972417556e-06,1,2.25927320182703,NA,4,4,0.678415409411199,0.678566172379506,3,2.98147869296793,Inf,2,2,0.424006489986826,1.7947972417556e-06,1,0.531395874115344,NA,NA,NA,0.0109267256078081,0.0109267256078081,NA,NA,NA,NA,NA,0.00760635071056023,0.00760635071056023,NA,NA,NA,FALSE,FALSE,FALSE
"ABCF1",5747400,-1.17133424533765,0.348075382444242,90.6274370959608,2070637.29793702,2070637.29793702,9.99999999999859,1.35237221041942,2070637.29793702,0.236415196360597,FALSE,"Dasatinib_ABCF1",2,3,4,2,3,2,3,4,2,3,0.462420535352121,0.466534210630225,0.579132610389004,0.573724886299595,0.483184544641992,0.546140647491053,1.7947972417556e-06,0.592437442342139,0.597764400555669,1.7947972417556e-06,0.630296895359731,1,1,1,2,2,0.475884747886001,0.984601732957511,0.897814664021993,0.537999791209938,1,0,0.62014547057527,0.642744838733377,0,1,1,1,0.364096158057024,1.7947972417556e-06,0,0.265198176566795,0,5,5,0.649870954078318,0.636485356249304,3,1.72620663256429,0.973183454558813,7,7,0.688923947261678,0.575776339546921,2,2.23074781640394,0.581000661229888,1,1,0.318712915001992,1.7947972417556e-06,1,0.177889132477294,0,NA,NA,0.0115692630203566,0.0115692630203566,NA,NA,NA,NA,NA,0.00825247771759224,0.00825247771759224,NA,NA,NA,FALSE,FALSE,FALSE
"ABCF2",1324400,16.2889429832366,0.339431173650407,1.27213336332264,79.1996974012197,79.1996974012197,683.349292085192,1.43245955098457,79.1996974012197,0.212788233543929,FALSE,"Dasatinib_ABCF2",1,1,2,0,1,1,1,2,0,1,0.255417595474239,0.234287447547051,0.301441581144578,0.552015018863319,1.7947972417556e-06,0.280013496875258,1.7947972417556e-06,1.7947972417556e-06,0.600296859463786,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,0.35245394140743,0.690909090909091,3.39753850800362,0,1,NA,NA,Inf,NA,NA,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,1,1,0.321746122340559,1.7947972417556e-06,1,0.878209000302024,NA,1,1,0.262740368220602,1.7947972417556e-06,0,0.48663545756569,NA,NA,NA,0.0118007918645431,0.0118007918645431,NA,NA,NA,NA,NA,0.00848400656177872,0.00848400656177872,NA,NA,NA,FALSE,FALSE,FALSE
"ABHD14B",997910,-0.187103099389814,1.14366341366353,6.07359135510544,959867.892764262,959867.892764262,9.99999999999945,1.24763026529811,959867.892764262,0.113924573264877,FALSE,"Dasatinib_ABHD14B",1,1,1,2,1,1,1,1,2,1,0.354725521657818,0.318750605744069,0.400862579554388,0.384587358166148,0.456097464669416,0.230760670967001,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.540027568085633,1.7947972417556e-06,1,0,1,1,0,0.996723151386398,1.85106873365334,1.54292471264944,2.62458538345141,1,NA,NA,NA,Inf,NA,1,1,0.301482861481138,1.7947972417556e-06,1,0.967161367257568,NA,1,1,0.396709418736965,1.7947972417556e-06,1,2.01861891352928,NA,2,2,0.56381401593062,1.7947972417556e-06,1,5.55110180276778,NA,1,1,0.308970755573743,1.7947972417556e-06,1,0.950366265494884,NA,NA,NA,0.0123751269819049,0.0123751269819049,NA,NA,NA,NA,NA,0.00905834167914051,0.00905834167914051,NA,NA,NA,FALSE,FALSE,FALSE
"ABL1",304140000,1.95717810005155,0.00377957934310346,1.0028681295339,8.57836768315401,8.57836768315401,0.180504015583146,0.547922199656303,4.70027809041429,0.999707516819705,TRUE,"Dasatinib_ABL1",3,37,21,36,38,2,30,16,28,31,0.963382546673702,0.390817099392282,0.943901817411687,0.827360248112771,0.947263472645495,0.951350225964973,1.7947972417556e-06,0.925896411482395,0.812890592749737,0.956962556939942,0.960771116686948,0,39,10,45,59,0.0054780693101861,0.744657065824949,0.125136450318932,0.81400013151838,1,0,0.424592044875064,0.0925484446710862,0.894122896481387,1,1,1,0.455131863753352,1.7947972417556e-06,0,0.00914250016439797,0,3,2,0.547976725069369,0.55814963583564,1,0.0169310186098507,0.0108452320244773,2,2,0.507649425844362,1.7947972417556e-06,0,0.0128809101071875,0,5,3,0.535002135808718,0.561245661077668,0,0.0140668770960742,0.0104060428352881,NA,NA,0.0129297193296073,0.0129297193296073,NA,NA,NA,NA,NA,0.00961472882408474,0.00961472882408474,NA,NA,NA,TRUE,TRUE,FALSE
"ABL2",317580000,2.93549165337986,-0.00107817551524664,0.979389795621767,10.9975096849986,10.9975096849986,0.257982770311056,0.331377551020408,3.64432782673806,0.999260076431466,TRUE,"Dasatinib_ABL2",2,32,11,40,39,1,25,6,32,32,0.95882017208516,0.223967363406956,0.932501265332055,0.608201146516478,0.947157579608232,0.952931442334959,1.7947972417556e-06,0.92844681836293,0.685156667851233,0.950781275239336,0.953267069419168,0,26,2,44,47,0.0013009005604887,0.549058504943636,0.0203394420303546,0.777095534983311,1,0,0.561264188023904,0.0367344483215016,0.935346729234348,1,1,1,0.16824429344217,1.7947972417556e-06,0,0.000599596951949115,0,2,1,0.292449646963383,1.7947972417556e-06,0,0.00307528811638012,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,3,1,0.234737941654731,1.7947972417556e-06,0,0.00154055671012028,0,NA,NA,0.0134376469490242,0.0134376469490242,NA,NA,NA,NA,NA,0.0101244512407433,0.0101244512407433,NA,NA,NA,TRUE,TRUE,FALSE
"ACACA",2489500,-25.4049528681863,0.479901509702336,1.64321090015059,1008.77284743327,1008.77284743327,2526.22827788271,1.06770833333334,1008.77284743327,0.508241484365117,FALSE,"Dasatinib_ACACA",2,2,3,1,3,2,2,3,1,3,0.526010201627522,0.353320195417524,0.30951996352972,0.367867027061953,0.317610909495554,0.394918211089693,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,0.516971279373368,0.391805583450492,0.552199236794537,0.42068688491665,1,NA,NA,NA,NA,NA,2,2,0.437397472207565,1.7947972417556e-06,0,0.997308696525407,NA,2,2,0.391089908573028,1.7947972417556e-06,0,0.780598513757783,NA,4,4,0.582461959272461,1.7947972417556e-06,0,2.50580437838923,NA,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,NA,NA,0.0141340282788253,0.0141340282788253,NA,NA,NA,NA,NA,0.0108262169622698,0.0108262169622698,NA,NA,NA,FALSE,FALSE,FALSE
"ACACB",1270000,-10.6497420782456,0.303119148803537,1.40393913588342,2882.43434295668,2882.43434295668,2826.65988218224,0.941868753266914,2714.87484097434,0.440150728192265,FALSE,"Dasatinib_ACACB",0,1,0,0,1,0,1,0,0,1,0.0529770301849,1.7947972417556e-06,0.365122782079308,1.7947972417556e-06,1.7947972417556e-06,0.272292279141225,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.440644260417901,0,0,0,0,0,0,1.1444094488189,0,0,1,0,0,0,0,1,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,1,1,0.37783174134818,1.7947972417556e-06,0,1.40393700787402,0,1,1,0.329560669531163,1.7947972417556e-06,0,0.968976377952756,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,NA,NA,0.0145719588058137,0.0145719588058137,NA,NA,NA,NA,NA,0.0112659422864999,0.0112659422864999,NA,NA,NA,FALSE,FALSE,FALSE
"ACAD10",36214000,6.21094822207793e-06,0.928778222815901,0.999993742287218,361.07909825922,361.07909825922,NA,0.958431804202144,346.069691604267,0.00602650089991719,FALSE,"Dasatinib_ACAD10",9,8,15,8,12,9,8,15,8,12,0.598609750056536,0.762408330730877,0.71204093573549,0.811469113334267,0.734590768280907,0.806526241730472,0.802924083666268,0.775926743555781,0.794151114748567,0.784536385924482,0.789281829831684,5,6,7,3,5,0.586126912243884,0.389048434307174,0.890511956701828,0.453802396863092,1,1.08278902677988,0.830339647289353,0.984773024167211,0.88467504898759,1,14,14,0.785909405814425,0.808574105383315,9,0.797536864196167,1.21125898105813,11,11,0.784809195105229,0.781345236428641,7,0.784365162644281,0.916476159372959,11,11,0.78463689457002,0.752377208946705,5,0.775059369304689,0.707135858915741,11,11,0.757434947573973,0.800659049547173,4,0.578781686640526,1.09764859568909,NA,NA,0.0150583488583295,0.0150583488583295,NA,NA,NA,NA,NA,0.0117559219334992,0.0117559219334992,NA,NA,NA,FALSE,TRUE,TRUE
"ACAD11",783220,12.0627794227181,0.0142292881077211,6.38647237556376,26.3410608490658,26.3410608490658,66.9017580492299,0.982379524316256,25.8769188268908,0.272181257261115,FALSE,"Dasatinib_ACAD11",0,2,1,0,1,0,2,1,0,1,0.349332155946343,1.7947972417556e-06,0.713302678196444,0.305846013575846,1.7947972417556e-06,0.191077703951785,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.414384581973774,0,1,0,0,0,0,18.1609254104849,1.11133525701591,0,1,0,0,0,0,1,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,NA,NA,0.0151319355452415,0.0151319355452415,NA,NA,NA,NA,NA,0.0118295086204112,0.0118295086204112,NA,NA,NA,FALSE,TRUE,TRUE
"ACAD9",836670,-20.122242228596,1.14818970176127,10.4066281984104,51.8454610101458,51.8454610101458,4565.04717924486,1.55927020971288,51.8454610101458,0.0929804329818702,FALSE,"Dasatinib_ACAD9",1,2,1,1,1,1,2,1,1,1,0.360885265791524,0.830174490187844,0.366815275878284,0.30416249376308,0.275363177221869,0.201604189774681,1.7947972417556e-06,0.496993714620059,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1,1,1,0,2,48.8352636045275,1.75708463312895,1.02689232313815,0.897821124218629,1,NA,Inf,NA,NA,NA,1,1,0.308807429024743,1.7947972417556e-06,0,1.22150907765308,NA,1,1,1.7947972417556e-06,1.7947972417556e-06,1,0,NA,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,2,2,0.386514970403793,1.7947972417556e-06,1,1.97676503280863,NA,NA,NA,0.0156865278929439,0.0156865278929439,NA,NA,NA,NA,NA,0.0123858957653554,0.0123858957653554,NA,NA,NA,FALSE,FALSE,FALSE
"ACADVL",19606000,-8.56459286287186,1.01137328622031,1.36268319347222,1724.83142686914,1724.83142686914,1123.38120908066,1.24443877876219,1724.83142686914,0.719184018210169,FALSE,"Dasatinib_ACADVL",7,10,8,8,10,7,10,8,8,10,0.708948500087945,0.667122545166073,0.810837344705169,0.778127164974173,0.739537229479186,0.734816912733368,0.77003801380558,0.797177142898167,0.787368575971972,0.770267747852525,0.771402059709315,7,7,9,3,6,0.513108232173824,1.6802509435887,1.19096195042334,0.871824951545445,1,0.930921685587839,1.20295362709255,1.08480854339042,0.91172791995382,1,9,9,0.721705918882344,0.764944379233478,10,0.848158726920331,0.934770059649798,13,13,0.8400674125844,0.800142147941547,14,2.53504029378762,1.29521839522802,13,13,0.820380281639583,0.809171772864819,15,2.026369478731,1.43039253415432,10,10,0.73815164600855,0.776115197266165,8,0.906457206977456,1.01558591495093,NA,NA,0.0165498253662284,0.0165498253662284,NA,NA,NA,NA,NA,0.0132527828331233,0.0132527828331233,NA,NA,NA,FALSE,TRUE,TRUE
"ACAT2",1642500,NA,NA,NA,NA,NA,NA,1.80180617537916,NA,NA,FALSE,"Dasatinib_ACAT2",0,0,0,0,1,0,0,0,0,1,0.196761826816425,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.318535230075058,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.458057383257413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,0,NA,NA,0.0171528772394583,0.0171528772394583,NA,NA,NA,NA,NA,0.013857629503595,0.013857629503595,NA,NA,NA,FALSE,FALSE,FALSE
"ACLY",41964000,-6.55989367090838,1.09970204908613,1.42139567340053,1413.56218407954,1413.56218407954,821.649761294787,1.2992381739798,1413.56218407954,0.66353047018505,FALSE,"Dasatinib_ACLY",18,20,20,14,18,18,20,20,14,18,0.840979169583212,0.79001410710632,0.886163190144409,0.844423385490141,0.824056026390699,0.821489466334988,0.840263045483752,0.861744973670324,0.849928028630606,0.855111403064796,0.838934895524853,9,9,12,11,9,0.651224859403298,1.8776332094176,1.09601086645696,0.877013630731103,1,0.979489221884801,1.2538457708966,1.08328769851147,1.14073779061084,1,15,15,0.807265698194075,0.84666149765061,12,0.846582785244495,1.11982874495943,20,20,0.880033957563814,0.860910392952908,10,1.95615289295587,1.30676556977149,23,23,0.891366307348259,0.872325303410474,26,2.28360022876752,1.53584407825957,20,20,0.833812544196882,0.850947473463923,9,1.05275950814984,1.14885249166127,NA,NA,0.0177559291126881,0.0177559291126881,NA,NA,NA,NA,NA,0.0144606813768249,0.0144606813768249,NA,NA,NA,FALSE,FALSE,FALSE
"ACO2",4811300,-26.4213421474625,0.455109837485028,4.16933670985069,1722.72026505272,1722.72026505272,34182.8738990716,1.40466371969459,1722.72026505272,0.952847700519262,FALSE,"Dasatinib_ACO2",3,3,0,0,1,3,3,0,0,1,0.643004059831361,0.414495859402763,0.493353865813779,1.7947972417556e-06,1.7947972417556e-06,0.514243510910572,0.66031128963361,0.630885588855027,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0,2,0,0,0,0.405046453141563,0.69010454554902,0,0,1,Inf,Inf,NA,NA,NA,1,1,0.351541551350944,1.7947972417556e-06,0,0.290649096917673,NA,8,8,0.7366278631503,0.684535668005585,5,3.8981148546131,Inf,7,7,0.754198928147087,0.73760961724154,9,4.44058778292769,Inf,3,3,0.518163348086567,0.61786433486609,0,0.799908548625112,Inf,NA,NA,0.0182010388286435,0.0182010388286435,NA,NA,NA,NA,NA,0.014907585890022,0.014907585890022,NA,NA,NA,FALSE,FALSE,FALSE
"ACOT13",653470,-10.8258168583647,0.140609577888078,5.85351195298928,2544.4759817352,2544.4759817352,2541.6777573468,1.31662635815616,2544.4759817352,0.980900133306172,FALSE,"Dasatinib_ACOT13",0,0,0,0,1,0,0,0,0,1,0.279347627098567,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0.163696277231561,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,2,2,0.499116959757056,1.7947972417556e-06,0,5.85352043705143,NA,2,2,0.479352652530844,0.532916581413798,1,5.03114144490183,Inf,0,0,1.7947972417556e-06,1.7947972417556e-06,0,0,NA,NA,NA,0.0184702584149069,0.0184702584149069,NA,NA,NA,NA,NA,0.0151786002735271,0.0151786002735271,NA,NA,NA,FALSE,FALSE,FALSE
"ACOT7",706860,-10.373714093399,1.96014366146282,16.2762354884439,2836.30463176333,2836.30463176333,940.269948908727,1.30552617639578,2836.30463176333,0.970062330445017,FALSE,"Dasatinib_ACOT7",2,2,2,2,1,2,2,2,2,1,0.316081742245579,0.374922375019294,0.441448329582207,0.403289145425241,0.426111787151406,0.175321178966412,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,1,1,0,0,0,2.11809976515859,3.3935998641881,2.47319129672071,3.06878306878307,1,NA,NA,NA,NA,NA,1,1,0.249042475671523,1.7947972417556e-06,1,0.869479104773222,NA,5,5,0.671234425646935,0.652591866696819,3,16.276207452678,Inf,4,4,0.618402774038617,0.609782362886465,1,11.1446396740514,Inf,1,1,0.248530958457623,1.7947972417556e-06,1,0.798050533344651,NA,NA,NA,0.0187107612453021,0.0187107612453021,NA,NA,NA,NA,NA,0.0154208979011641,0.0154208979011641,NA,NA,NA,FALSE,FALSE,FALSE
"ACOX1",4766800,11.5359325179514,0.766484423158095,1.33951493978692,17.6763411290742,17.6763411290742,55.5589822272459,1.27855863030062,17.6763411290742,0.258818412054944,FALSE,"Dasatinib_ACOX1",1,4,2,4,3,1,4,2,4,3,0.344407232314965,0.237060409285563,0.617225387048025,0.49418306213947,0.618305854987562,0.512626398595751,1.7947972417556e-06,0.624469188715751,1.7947972417556e-06,1.7947972417556e-06,1.7947972417556e-06,0,3,1,0,1,0.101088780733406,1.51634220021818,0.656247377695729,1.50190903750944,1,NA,Inf,NA,NA,NA,2,2,0.455803117921768,1.7947972417556e-06,1,0.585948644793153,NA,1,1,0.414788411353169,1.7947972417556e-06,0,0.474700008391374,NA,4,4,0.632097076993212,1.7947972417556e-06,1,1.81020810606696,NA,5,5,0.54779365575071,0.60827473320339,1,0.971532264831753,Inf,NA,NA,0.0192689431874881,0.0192689431874881,NA,NA,NA,NA,NA,0.0159808746405919,0.0159808746405919,NA,NA,NA,FALSE,TRUE,TRUE
